,advertiser,industry,job_category,job_description,job_title,job_type,link,location,posting_date,search_word,sub_location,salary_cleaned,job_categorised,industry_categorised
621,FourQuarters Recruitment,Information & Communication Technology,Consultants,"Data Engineer - Azure | Melbourne CBD | 6-month Contract Position About the CompanyThe client is one of Australia's leading Melbourne-based organisations.About the RoleThe        Azure Data Engineer will be responsible designing and developing major components of big data stream and batch processing applications using Microsoft Azure Services.Required Experience and Knowledge:Strong Python, Scala or Java as well as SQL skillsBig Data Skills - SparkGood understanding of Azure Services (Azure Data Lake, HDInsights, SQL DW, DocumentDB, Search, Elastic Pool) How to ApplyClick APPLY or contact Zale Stobbs, Big Data, BI & Data Analytics Consultant on (03) 9982 8489 for a confidential discussion. ",Data Engineer - Azure,Contract/Temp,https://www.seek.com.au/job/39019627?type=standard&searchrequesttoken=ecfaf945-7c80-4f7a-b5be-c47f2678ab89,Melbourne,14 May 2019,business intelligence,CBD & Inner Suburbs,104000.0,data engineer,technology
622,Contino,Information & Communication Technology,Other,"A little bit about us:Contino are a global organisation and one of the worlds leading transformational technology consultancies, partnering with AWS, Hashicorp and Kubernetes across the US, UK and APAC.Currently, we are experiencing incredible growth in our APAC region, being the fastest growing region at Contino to date. We have built an amazing team of passionate technologists and are an advocate for challenging intelligent and talented people, like you! You'd be working with a team of fun, professional and passionate people with a keen eye for innovation, curiosity and a love of technology.As a Data Engineer you will be building world class Data platforms in AWS environments, leveraging all available services and mentoring other engineers on best practice Data implementations. RequirementsSome key skills you'll need:Strong data architecture, data integration and data manipulation experience.AWS - Data Services/Tooling such as: Kinesis, Redshift, EMR, Athena, Elasticsearch, RDS, Aurora, DynamoDBExperience in big data platforms such as Hadoop or Spark is highly desirable.Strong ETL experience.Experienced in Linux/Windows environments.Strong skills with Java, Python, R or at least one similar language.DevOps Knowledge/Experience highly regarded.Experience in at least one data visualization tools (e.g. Tableau, QlikView) is preferred.This is a high-impact role, so be ready to make a difference! BenefitsThe core values within Contino evolve around investing in our people.Some of our other benefits include:Fast growing start-up organisation with huge opportunity for career growthHighly competitive salary package along with company bonusDrive your development with a yearly personal learning budgetHugely collaborative working environment where every person's viewpoint is considered - you will really have a chance to make your mark on the business from day oneFinancially backed business, meaning security and support for new initiatives and global market expansionPick your own Gear - Macbooks, PCs, Accessories etc.!If you are looking for a position within a forward thinking organisation who will give you every opportunity to help develop yourself and your career, apply today!",Data Engineer,Full Time,https://www.seek.com.au/job/39023540?type=standout&searchrequesttoken=ecfaf945-7c80-4f7a-b5be-c47f2678ab89,Melbourne,15 May 2019,business intelligence,,70000.0,data engineer,technology
623,Versent Pty Ltd,Information & Communication Technology,Other,"Versent is a rapidly growing Cloud Consulting organisation, specialising in AWS. We have offices in Sydney, Melbourne, Brisbane, Perth and Singapore and have grown to nearly 300 people in just four years! We believe in bringing craftsmanship            back to technology, because as technology artisans, we passionately care about the quality outcomes we leave behind.We have some of the best techs in Australia, and we are currently looking to hire an experienced data engineer to join the team.Our Data Engineers know their craft, and know it well. In addition we need you to have the right soft skills to listen to and understand other ideas, plus know and see the patterns from your experience across a variation of complex implementations.RequirementsOur Data Engineers exhibit the following behaviours;Ability to lead change with customersFocus on delivery and outcomesDelivery sprint tasks within the sprintIdentify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.Continually strive toward optimal extraction, transformation, loading and management of data from a wide variety of data sources using SQL and AWS ‘big data' technologiesHas the experience to authentically tell the customer when something is an anti-pattern or will failCan design Data Patterns for re-use and re-implementation (factory based approach)Workshops and agree technical approaches with team members and customersCan work in an enterprise-type environment and demonstrate the expected controls and processes adherence.Understand traditional and emerging data pipeline delivery as well as CI and CD processesLead and mentor Data engineersPeople wanting to become a Data Engineer at Versent have the following skills;From a development or operations background (or an existing DataOps Team)Advanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases.Experience building and optimizing ‘big data' data pipelines, architectures and data sets.Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement.Strong analytic skills related to working with unstructured datasets.Build processes supporting data transformation, data structures, metadata, dependency and workload management.A successful history of manipulating, processing and extracting value from large disconnected datasets.Working knowledge of message queuing, stream processing, and highly scalable ‘big data' data storesHave experience with the AWS ecosystem (particularity Kinesis, Glue, Redshift, EMR, RDS, Aurora, DMS, etc...)Have exposure to the broader Hadoop and broader data warehouse ecosystems (Cloudera, Hortonworks, Exadata, Greenplum, Terradata, SAP Hana etc)Have some experience with industry leading ETL tools, Informatica, TalendFamiliar with data modelling conceptsFamiliar with end user analytic tools such as SAS, Tableau, etcCan demonstrate what discipline looks like in the AWS ecosystemAdvanced experience in one or many of the following programming languages - SQL, Python, Java, SCALA etc Example Tasks for a Data Engineer;Participating in agile rituals (stand ups, planning sessions, retros, etc...)Working on stories and tasksManaging the `operations` of data - eg managing the stack as well as the jobs that run on itConducting Code Reviews (PR's or Pair Programming)Conduct and Participate in Technical SpikesTake Ownership of their card moving to ""done, done"" which may include some ETL and Data Pipeline development, Infrastructure provisioning, DataOps, SecurityBenefitsAt the core of what we do, we're an engineering company. We value our people more than commercials and put culture at the centre of everything.We do weekly internal tech meetups with food and drinks, host game nights, organise Hackathons, pay for your AWS training and certifications, and other relevant certs (if it's something you want to do).We have many social events, often supporting charity initiatives such as TourXOz and RUOK Day. We also have family functions such as lawn bowls, company picnics etc. We have a paid parental leave program.We embrace the notion of Versent as a Family, working together to achieve outstanding success.We have flexible working hours and a culture based on respect, trust and collaboration.WHY WE'RE DIFFERENTYou know, work doesn't have to feel like work. In fact, we don't want it to. That's why we've cultivated an environment based on creativity. Because when people who care about their craft are given the freedom to explore possibilities without            restriction, amazing things can happen.OUR CULTURENo cool cliques, just hard-working humans generating ideas and devising solutions in a creative, collaborative work space. Professional but not corporate, we believe success is achieved through strong leadership (without interference from middle-management)            and an autonomous working environment backed by the moral support of like-minded peers. This is a highly collaborative, supportive environment.VERSENT VALUES AND BEHAVIOURSPeople: We believe in a positive team with family spirit, because life is to short for anything else.Customer: We create remarkable experiences for customers and treat them as you would wish to be treated.Quality: Be Artisans who care for their craft and lead change through continuous improvement.Reliability: Do what we say we will do when we say we will do it, every time.Transparency: Full disclosure, integrity and honesty in all things.Reciprocate: Give back and assist as much as possible, whenever possible.",Data Engineer,Full Time,https://www.seek.com.au/job/39024088?type=standout&searchrequesttoken=ecfaf945-7c80-4f7a-b5be-c47f2678ab89,Melbourne,15 May 2019,business intelligence,CBD & Inner Suburbs,70000.0,data engineer,technology
624,Randstad - Technologies,Information & Communication Technology,Engineering - Software,"Randstad Technologies is currently working with a growing big data business that is looking to hire a Junior Data Engineer to join their well established big data team.  The successful candidate will have the ability to translate business          requirements into technical solutions and an analytical mind with strong problem solving skills, to navigate ambiguity. A key aspect for this role is for the candidate to be comfortable raising new ideas, challenging the status quo and contributing          to the direction of the business.  Responsibilities:You will support the Data and Content team within the business.Work collaboratively with the wider team to integrate multiple data sources into the production pipeline and into the overall data product lifecycle (from data science to production).The role will also involve automating and streamlining the organisations operational activities and processes, ensuring timely delivery of data to quality.The ideal candidate we are looking for:Someone that’s eager to learn and provide creative ideas to the team.Someone that is not afraid to speak up and challenge the status quo.Ability to learn and pick up new things.Strong comercial python skills.Understanding of SDLC.A nice to have; commercial Cloud experience (AWS or Azure), Docker, & SQL.If this role sounds like something you were made for, then please apply with your updated CV. Please note; only candidates that match the criteria for the role will be contacted. Thank you.At Randstad, we are passionate about providing equal employment opportunities and embracing diversity to the benefit of all. We actively encourage applications from any background.",Junior Data Engineer,Full Time,https://www.seek.com.au/job/39010236?type=standard&searchrequesttoken=ecfaf945-7c80-4f7a-b5be-c47f2678ab89,Melbourne,13 May 2019,business intelligence,CBD & Inner Suburbs,70000.0,data engineer,technology
625,Oscar Thomas Group,Information & Communication Technology,Engineering - Software,"Senior Data EngineerCBD - PermanentAwesome SalaryFinTechMy client, a leading FinTech organisation are looking to add a Senior Data Engineer to their Analytics Team. They are an business who are very cross functional and look for people who think outside the box. This position will give you scope to add value to new market products and drive positive change.What We Are Looking For:  You must come from a Software Development or a BI/Data Warehousing background Hands on experience with Python or C# Strong cloud experience (Azure preferred, however GCP or AWS is cool too) Exposure to building data lakes within a cloud environment Have built serverless data pipelines Strong stakeholder engagement Ability to challenge the status quo  Nice to have:  Commercial experience with either Airflow or Data Vault  If you think you tick all, or most of the above, click apply now, or alternatively call Adam on 0450485804 for a confidential discussion.",Senior Data Engineer - FinTech,Full Time,https://www.seek.com.au/job/38996945?type=standard&searchrequesttoken=ecfaf945-7c80-4f7a-b5be-c47f2678ab89,Melbourne,10 May 2019,business intelligence,CBD & Inner Suburbs,140000.0,seinor data engineer,technology
626,Adactin Group Pty. Ltd.,Information & Communication Technology,Engineering - Software,"An exciting opportunity to join a leading energy client of ours who is looking to do a data migration project. There are 2 roles available with quick turn around times. Job responsibilities:  ETL from data store to enterprise data platform using set of defined tools and guidelines Implement new data ingestion platform Develop both streaming and batch ingestions as required by business Develop initial data migration processes. Develop data transformation logic within existing data warehouse to be available for all users across business. Provide end to end data testing Use agile and CI/CD standards for Build, Version Control. Technical stack:  Previous experience with Talend ETL tool Azure SQL Server Data base Azure Databricks (Apache Spark, Hive) Power BI reports generation Azure cloud If you think you have what it takes to be successful in this role. Please reach out to Karthik @0420 467 509for a confidential discussion or email at Karthikeya@adactin.com ",Data Engineer,Contract/Temp,https://www.seek.com.au/job/39023795?type=standout&searchrequesttoken=ecfaf945-7c80-4f7a-b5be-c47f2678ab89,Melbourne,15 May 2019,business intelligence,CBD & Inner Suburbs,104000.0,data engineer,technology
627,Divy Associates Pty Ltd,Information & Communication Technology,Engineering - Software,"The Company Divy is part of an Australian group that employs an expansive ultra-talented workforce of technologists. Since our inception in 2010, Divy has experienced unprecedented growth due to the adoption of our services by many of the country's largest public & private sector organisations.  The Role  You will be working in a team of 6-12 engineers that is lead by a great Delivery Engineer where together, the team will develop world class engineering practices and solutions. You will leverage your engineering expertise to deliver quality outcomes for the customers.  About You:   You are a fast learner and a confident self-starter; naturally curious and passionate about technology, but with varied interests You yearn to help others in the team, ultimately improving the software engineering practice You keep code quality in the forefront of everything you do You are proactive and will challenge/enhance a solution for an epic You have an eye for detail, and always look for continous improvement You can explain a problem in a non-technical manner, and aren't afraid to call out for feedback or assistance when required You are an excellent communicator, and can engage technical and non-technical users  Your Skills and Experience  Design, develop and document ETL processes using IBM DataStage over the warehouse (e.g. Netezza, Teradata) Determine feasible options to implement database objects, load processes, business rules and complex transformations. Strong SQL skills - ability to understand varying implemented patterns and complicated logic blocks. Write reusable unit and functional test scripts using SQL queries and data dictionary objects Strong query writing to enhance/modify or analyse further. Experienced in data driven testing (i.e. golden sets) in functional testing Contribute to development and testing environment administration and operation Active participation to development Community of Practice Whilst not mandatory, it would be advantageous if you have used Spark       ",Data engineer - Datastage,Contract/Temp,https://www.seek.com.au/job/38994246?type=standout&searchrequesttoken=ecfaf945-7c80-4f7a-b5be-c47f2678ab89,Melbourne,10 May 2019,business intelligence,CBD & Inner Suburbs,104000.0,data engineer,technology
628,Hydrogen Group Pty Ltd,Information & Communication Technology,Engineering - Software,"Our Client: With a reputation for continous innovation, market leading technology and strong employee retention, our client is based in modern offices in Melbourne. They provide a wide range of services to corporate clients          across Australia.The Role:This is a three month contract with an immediate start for an experienced Data Engineer. Due to a number of projects, they need a Data Engineer to help with the transition of environment and infrastructure. This role will report into a Lead Position,          but will be a stand alone, hands on position.What we are looking for:To be succesful in this position, you will need the following experience and skills:Experience in a data engineering role in a complex environmentExperience with big data tools, especially Spark and KafkaExperience with relational SQL and NoSQL databasesExperience with AWS cloud servicesExperience with stream processing systemsExperience with Python, Java and/or ScalaWhats on offer:This is an excellent immediate start contract initially for three months with one of the best employers in Melbourne. ...",Data Engineer,Contract/Temp,https://www.seek.com.au/job/38952208?type=standard&searchrequesttoken=ecfaf945-7c80-4f7a-b5be-c47f2678ab89,Melbourne,6 May 2019,business intelligence,CBD & Inner Suburbs,104000.0,data engineer,technology
629,NAB,Information & Communication Technology,Developers/Programmers,"Exciting opportunity within Financial Crime Prevention500 Bourke Street LocationPermanent EmploymentNAB are seeking highly experience Data Engineers (Analysts) to be part of their rapidly expanding team.The role of Senior Analyst Data Engineering will provide critical thinking and a high degree of technical innovation and attention to detail while being recognised as a trusted advisor to the team and stakeholders. The characteristics include          being versatile, displaying leadership qualities and enthusiasm to take on new problems across the full SDLC, ultimately assisting inmoving technology forward.We’re looking for data engineers with a strong background in data analysis and design with a focus on profiling and data management. An understanding of programming languages such as Python, Java, and shell scripting also required. A focus will          be placed on your experience with cloud services, concepts of dev ops, real time transaction processing, working with large datasets, command of SQL/NoSQL environments.In addition to your strong technical capability you will be a proven team player, independent thinker and have a collaborative attitude towards your work and colleagues.Responsibilities of the role:Establish data patterns and structures.Experience with data analytics using Python or R.Data analysis, design, profiling and managementAbility to convert business requirements into a workable data schemaWork with languages like Java, Python and SQLDevelop processes for automating, testing, and deploying your workAbility to write and optimize complex queries using both SQL and NoSQL paradigms.Able to work with different data types e.g. streaming, real-time, file based, RDMS, unstructured data, etc.Promote AWS and cloud best practices to maximise compute performance while minimising infrastructure costs.What skills/experience do I need to be successful in the role? We would love to hear from you if you have any of the following experience or technical skills!Critical Experience Required:A passion for technology - keeping up with latest trends, including the desire to read and write code to empower technical teamsAbility to write code using such as C++, GO, Python, Java, Scala.Data ingestion technologies and capturing meta-data and data lineage.Familiarity with AWS services.Strong ETL knowledge (Tableau or Power BI desirable)Experience with ‘infrastructure as code’Experience with shell scripting.Exposure to DevOps and Agile.Experience with modern software practices.Experience using productivity and collaboration tools such as JIRA and confluence in a software delivery environmentTertiary qualification in a relevant technical subject.Excellent communication and interpersonal skills, both oral and written.Ability to assess and implement new technologies and processes.An open mindset and proven ability to innovate and influence.Desirable:Experience of Reporting and Analytics, and/or experience working with analysts and data scientists.Postgrad qualifications and self-learning courses and certifications (Coursera, Udacity, AWS, etc.) highly regardedWe offer:Fast paced environment, with leading edge technology and innovationWork in a collaborative environment with highly talented and motivated colleagues that are passionate about knowledge sharingSalary confirming to market standardsFlexible working policyThis is an exciting opportunity to join a growing sector of the banking industry with many new applications and projects on the horizon.To be eligible to apply, you must have Australian or New Zealand citizenship or permanent residency status.Please note candidate screening and interviews may be conducted prior to the closing date of the advert. We embrace diversity of thought, style and working arrangements to ensure our workforce is representative of the community that we serve.","Senior Analyst, Data Engineer",Full Time,https://www.seek.com.au/job/38990589?type=standout&searchrequesttoken=ecfaf945-7c80-4f7a-b5be-c47f2678ab89,Melbourne,10 May 2019,business intelligence,,140000.0,seinor data engineer,technology
630,Xpand Group Pty Ltd,Information & Communication Technology,Other,"My client is embarking on a green-fields project to establish a world class Data Lake, Analytics and Insights platform, thus we require Data Engineers to play a leading role in building out our capability. Build technical solution in projects co-ordinating the technical efforts of technical team members both internal and externalProviding overall solution ownership and support throughout project implementation phaseAutomation into Big Data delivery and promote DevOps practices   What you’ll be doing…Work with Business customers and/or Business Analyst(s) to analyse business processes, procedures and user requirements in-order to establish system requirementsDevelop solutions and specifications so that agreed requirements can be converted into functional systems.Undertake unit/system testing activities in relation to software solutions ensuring that quality meets agreed specifications/requirementsAchieve key milestone stages in terms of quantity, timing and quality of all aspects of work allocatedCreate development and support documentation and provide advice regarding applications to enable support functions to operate effectivelyResolve production incidents (through diagnosis, testing & applying fix) for assigned application/s   What you will bring...7 plus years of IT experience6 plus years of strong hands-on experience on Informatica Products (Big Data Management, PowerCenter, Enterprise Data Catalog, Data Quality and Axon)Strong understanding of data warehousing concepts and ETL toolsExperience with Java, Python, UNIX and shell script programmingExperience with various transformations, dynamic mappings and optimization of Informatica mappings, workflows for high volume dataExperience with a leading Hadoop distribution system such as EMR or Hortonworks or Cloudera (EMR is preferable)Ability to debug issues by looking at appropriate logs and resolve themDatabase skills in at least one major RDBMS (Oracle, SQL Server, DB2, Sybase, Teradata) and exposure to manyUnderstanding of data modeling, physical schema properties, triggers, and stored proceduresExperience with development of logical and physical database schemas, stored procedures, interfaces (in Java or XML), and extensions to customer solutionsExperience developing conceptual and physical solution architectures for solutions incorporating heterogeneous applications, technologies and platformsActively work alone or with a team to design, develop, test and provide support to solutions for projectsProfessional data integration and warehousing experience, preferably with a large systems integration firm or for an enterprise software services armExperience designing and deploying in a Services Oriented Architecture and/or an Events Driven ArchitectureGood understanding of Web services standards and REST via InformaticaKnowledge of Production Support & DocumentationA good working relationship with key technical teamsAgile DevelopmentExcellent verbal and written communication skillsEager and willing to learn new technologies  What's in it for you?  This is a fast growing organisation with lots of career opportunities and the ability to earn an excellent package. To learn more and have access to a more complete job description        listing the full responsibilities, please apply by sending yourCVvia the big button below or contact Geraint for a confidential discussion on (03) 8637 7370. ",Mid/Senior Data Engineer,Full Time,https://www.seek.com.au/job/38984245?type=standard&searchrequesttoken=ecfaf945-7c80-4f7a-b5be-c47f2678ab89,Melbourne,9 May 2019,business intelligence,CBD & Inner Suburbs,140000.0,seinor data engineer,technology
631,Xpand Group Pty Ltd,Information & Communication Technology,Other,"As a Data Engineer you will be working in a small team of engineers (6-12 people) developing in the traditional data warehouse for the Analytics and Information Management team. You will take directions from the Lead Delivery Engineer within the        team to help develop world class engineering practices and solutions. As an Engineer, you will leverage your engineering expertise to deliver quality outcomes for your customers.  The ideal person for this role is a fast learner        and a confident self-starter; naturally curious and passionate about technology, but with varied interests; and an excellent communicator who yearns to develop the software engineering practice to help out other engineers within the area. In addition,        code quality should be in the forefront of everything they do.  In a nutshell we need:Someone who can do a bit of everything (if required) - analysis, design, development and testing.Strong SQL skills - ability to understand varying implemented patterns and complicated logic blocks. And then write queries to enhance/modify or analyse further.Someone who is proactive and will challenge/enhance a solution for an epic. And can cut through the noise of the delivery process to understand the expectations the rest of the team will place on them.Someone who can explain a problem in a non-technical manner. I.e. They can illustrate a problem to someone else either verbally, or diagrammatically, without fall back to technical/data detail. This ability also translates to detailing in writing.Someone who can talk to business users, if required, and understand requirements, play them back and confirm or challenge.Someone who can communicate early that they are struggling, need help or are going to miss a deadline for a valid reason. This is a given in the first month.Culturally - co-operative, focused who can manage their work load. They have a personality but not one that is distracting.  Specific skills:Design, develop and document ETL processes using IBM DataStage over MPP warehouse (e.g. Netezza, Teradata)Design and develop ETL using Spark will be advantageous, but not mandatoryDetermine feasible options to implement database objects, load processes, business rules and complex transformations.Write reusable unit and functional test scripts using SQL queries and data dictionary objectsExperienced in data driven testing (i.e. golden sets) in functional testingContribute to development and testing environment administration and operationActive participation to AIM development Community of Practice (CoP)An eye for detail, and always look for continuous improvements",Data Engineer (ETL DataStage),Contract/Temp,https://www.seek.com.au/job/38962093?type=standard&searchrequesttoken=ecfaf945-7c80-4f7a-b5be-c47f2678ab89,Melbourne,7 May 2019,business intelligence,CBD & Inner Suburbs,104000.0,data engineer,technology
632,FourQuarters Recruitment,Information & Communication Technology,Consultants,"Data Engineer - AWS | Melbourne (Richmond) | 6-month Contract PositionAbout the CompanyThe client is one of Australia's leading Melbourne-based organisations.About the RoleThe AWS Data Engineer will be responsible designing and developing major components of big          data stream and batch processing applications using Amazon Web Services.Required Experience and Knowledge:Strong Python, Scala or Java as well as SQL skillsBig Data Skills - SparkGood understanding of AWS Services (Glue, Lambda and Redshift a must)How to ApplyClick APPLY or contact Zale Stobbs, Big Data, BI & Data Analytics Consultant on (03) 9982 8489 for a confidential discussion.",Data Engineer - AWS,Contract/Temp,https://www.seek.com.au/job/38909066?type=standard&searchrequesttoken=ecfaf945-7c80-4f7a-b5be-c47f2678ab89,Melbourne,30 Apr 2019,business intelligence,CBD & Inner Suburbs,104000.0,data engineer,technology
633,Davidson Technology,Information & Communication Technology,Engineering - Software,"About the CompanyOur Client is a large data driven company located in the South-East Suburbs.About the RoleThe Database Developer will be responsiblefor:Providing good database management skillsUsing the best technicals and processes in regards to data qualityMigrating SQL to MySQL in a Cloud environmentBuilding the capability of the databaseAbout YouTo be successfulin this role:You have strong foundation in SQLYou have a good understanding of MySQLYou have a passion to learn AWSTo apply, click the link and upload your current resume in Microsoft Word format only (.doc or .docx). Want to know more about Davidson? Visit us at www.davidsonwp.com ",Data Engineer,Full Time,https://www.seek.com.au/job/38931795?type=standard&searchrequesttoken=ecfaf945-7c80-4f7a-b5be-c47f2678ab89,Melbourne,2 May 2019,business intelligence,,70000.0,data engineer,technology
634,PS&C Group,Information & Communication Technology,Engineering - Software,"The opportunityYou will be joining our customers data analytics department, you will support the data engineering team by designing and building a data warehouse to facilitate modelling and reporting.You will need strong Data Warehousing        experience with emphasis on information management domain. You’ll demonstrate broad knowledge of technical solutions, design patterns, and code for complex applications.Ideal profileExperience setting up and maintaining stateless applications on AWSExperience building pipelines in AWS utilizing various services i.e(Lambda, Glue, Redshift, Athena)Experience in programming languages such as Scala, Java or Python in contextTertiary qualification in a relevant Computer Science, IT, Mathematics, Science or Engineering disciplineExperience (typically 5-10 years) in data engineering or data warehouse design Additional informationFor immediate consideration, please apply now.PS+C Group (ASX:PSZ) are an equal opportunity employer, to be considered you must have valid Australian working rights. ",Data Engineer - Amazon technology,Contract/Temp,https://www.seek.com.au/job/38953220?type=standout&searchrequesttoken=ecfaf945-7c80-4f7a-b5be-c47f2678ab89,Melbourne,6 May 2019,business intelligence,CBD & Inner Suburbs,104000.0,data engineer,technology
635,FourQuarters Recruitment,Information & Communication Technology,Consultants,"Data Engineer | Melbourne | 12-month Fixed-Term ContractAbout the CompanyThe client is a global organisation who are looking to become more data-driven and set up a big data platform for Advanced Analytics and Artificial Intelligence projects.About the RoleThe          Data Engineer will be responsible designing and developing major components of the greenfield big data platform architecture as well as carry out the technical data ingestion.Required Experience and Knowledge:Strong SQL skillsStrong Python and Spark experienceMapR experience a bonusCloudera/Hortonworks experience a bonusHow to ApplyClick APPLY or contact Zale Stobbs, Big Data, BI & Data Analytics Consultant on (03) 9982 8489 for a confidential discussion.",Data Engineer - Python/Spark,Full Time,https://www.seek.com.au/job/38891865?type=standard&searchrequesttoken=ecfaf945-7c80-4f7a-b5be-c47f2678ab89,Melbourne,29 Apr 2019,business intelligence,CBD & Inner Suburbs,70000.0,data engineer,technology
636,CSK Nexus Pty Ltd,Information & Communication Technology,Developers/Programmers,"CSKnexus are seeking Data Engineers (ETL/Datastage) looking for the next step in their career. This is an opportunity not to be missed! We focus on the smallest of details for both clients and our employees and we help people get where they        want to go.  We believe that there are some definable attributes to become part of the Nexus Network that go above and beyond just technical skills. That's what we are looking for - the attributes of a CSKnexus consultant   Role Purpose We are looking for an experienced ETL Developer to work in a dynamic team environment to design and develop Datastage ETL jobs. Bring your knowledge and insight to the team, delivering high quality solutions        in an agile engineering team. Key Accountabilities Responsible for the lifecycle delivery of ETL jobs (design, delivery and documentation) using IBM Datastage 11x over MPP warehouse (eg Netezza, Teradata), you will be required to translate technical designs into ETL processes, provide effort            estimates, status updates, testing and deployment orchestration.Lead and participate in ETL Design sessions with the team.Assist in ongoing development of technical standards for data movement, data quality, data cleansing and other ETL related activities.Implement best practice batch and job optimisation.Work as part of a team delivering high quality and efficient integration solutions.  Required Skills & Experience5+ years DataStage development experience, 11.x experience essential.Strong analytical and SQL skills with the ability to write functional test scripts and understand varying implemented patterns and complicated logic blocks.Direct experience in implementing ETL solutions in an agile environment (SAFe experience would be highly regarded).Demonstrated experience in translating high level requirements into ETL deliverablesDemonstrated experience in hands on ETL Development and troubleshooting including analysis, design, development and testingPossess great attention to detail while also being flexible to adapt to a dynamic environment and changing priorities.Excellent working knowledge of database data dictionary objects (any DB)Experience using Unix/Linux commands and shell scriptingAbility to understand complex data structures and have a strong understanding of logical and physical database design. The right candidate will have excellent communication skills and explain a problem in a non technical matter to business users with extensive experience in this.If you have the required skills we would love to receive your profile. Only        suitable applicants will be contacted. Please send all resumes in WORD format. ",Data Engineer (ETL/Datastage),Contract/Temp,https://www.seek.com.au/job/38933004?type=standout&searchrequesttoken=ecfaf945-7c80-4f7a-b5be-c47f2678ab89,Melbourne,2 May 2019,business intelligence,CBD & Inner Suburbs,104000.0,data engineer,technology
637,iRecruit People Solutions,Information & Communication Technology,Developers/Programmers,"This is an opportunity to join the most exciting data analytics organisation in Australia!Located in Adelaide's CBD, you will work in an environment that combines innovation and technology in a truly unique and enviable facility that boasts character and class.Great work challenges are guaranteed, working onleading edge technology, alongside a passionate team, in a fun andrelaxed environment.We would love to hear from candidates that meet some or all of the following criteria:Experience in leading design and development of data flows using Hadoop ecosystem componentsDemonstrated ability to lead the development of large scale, high speed and low latency data solutionsAbility to rapidly design, prototype and implement architectural patterns on Big Data PlatformsWork in multi-disciplinary teams and subject matter experts to delivery data driven solutionsSignificant experience and background in developing in Java/Scala, Python, Kafka, Spark, Hbase, Impala/HiveAbility to quickly understand complex scenarios and technical languageA passion for design excellence and drive to deliver high quality products2+ years developing solutions in Big Data platforms (Cloudera stack highly desirable)As these roles require candidates to be eligible for a security clearance, we ask that only Australian Citizens apply.If this sounds like you, please apply today!",Data Engineer/Hadoop Developer,Full Time,https://www.seek.com.au/job/38921838?type=standout&searchrequesttoken=545cf452-cbdb-4bb7-9562-95bf3a36c959,Melbourne,1 May 2019,business intelligence,CBD & Inner Suburbs,70000.0,data engineer,technology
638,Greythorn Experis,Information & Communication Technology,Database Development & Administration,"Work for an industry leader in the online gambling industry, work with cutting edge tech on exciting greenfield projects and be a part of a culture that is second to none.Technical skills:Python or JavaAWSRest APICI/CDNoSQL2+ years of cloud development experienceDelivery:Contribute to solution designAnalyse, question and discuss business requirementsGap identification and implement best practices for operational processes, Devops etcCollaborate with team members to upskillAutomate processes where necessaryCulture fit:Highly motivatedProblems solverAble to manage multiple duties/projects at any given timeCollaborativeEducation:Computer science degree or equivalentIf you feel you fit the above profile, APPLY NOW!Due to high volume of applicants only succesful candidates will be contacted.  Experis ANZ is parent to a portfolio of brands; Greythorn, Safesearch, GT-X and Global Attract. These brands make up our core specialisations for Technology & Digital, Executive, Engineering and Workplace          Health, Safety and Environment. When you apply for this opportunity you will be directed to the parent website www.experis.com.au to lodge your application. Experis is part of the ManpowerGroup, a global leader          in offering end to end workforce solutions.  If you're curious and willing to have a conversation about this role, please pick up the phone and speak with our recruitment specialist below. Even if this doesn't sound like the right role          for you, we encourage you to join our talent community so your skill set can be the first considered when another opportunity arises. Visit our website to register www.experis.com.au Tom BullData ScienceRecruitment Consultant+61 3 9604 4209",Senior Data Engineer,Full Time,https://www.seek.com.au/job/38957229?type=standard&searchrequesttoken=545cf452-cbdb-4bb7-9562-95bf3a36c959,Melbourne,7 May 2019,business intelligence,CBD & Inner Suburbs,140000.0,seinor data engineer,technology
