,advertiser,industry,job_category,job_description,job_title,job_type,link,location,posting_date,salary,search_word,sub_location
835,GWA Group,"Manufacturing, Transport & Logistics",", Production, Planning & Scheduling","
Water is the world's most precious resource. At GWA we are doing our part to help the planet by ensuring that water saving is fundamental to the beautiful products we design and craft for use in all Australian bathrooms and kitchens. Our iconic
          brands Caroma, Dorf, Clark and Methven position GWA as a market leader, while our history and commitment to innovation, will continue to sustain and enhance our leadership position. As we invest behind these lifestyle brands through transformational
          consumer engagement platforms, we are also executing fundamental change to the way we both engage and sell to our customers.
We are seeking an experienced Demand Planner to join our Demand Planning team based at our Bella Vista head office although we will be moving at the end of the year to North Sydney and Prestons so we are flexible about location. This is an exciting
          and unique opportunity for an experienced Demand Planner who enjoys collaborating cross functionally. You will be an integral part of a small team that manages circa 5000 sku's within multiple regions across Australia and New Zealand. Your key
          objective is to fully support the established S&OP process working with both our Sales and Marketing teams to reach a consensus forecast whilst maintaining forecast integrity.
Requirements
Your role will be varied. The expectation will be but not limited to:

Lead all forecasting activities associated with their allocated product portfolio with cross-functional stakeholders
Create and maintain forecast models, incorporating business intelligence and forecast information gathered from internal & external sources


Provide current and accurate information to create demand plans
Provide input to Interact with Sales, Marketing, and Finance to understand demand plan drivers
Utilize a collaborative and consensus approach by working with Sales, Marketing and Finance to obtain and ensure that Supply Planning in developing inventory strategies on existing items, new products, and product phase-outs

About You

5 + experience as a Demand Planner ideally within the building materials industry
Demonstrated experience working with ERP and planning applications
Application of S&OP/IBP principles & practices
Strong Computer skills

Benefits
GWA can offer flexible working options, corporate health care and discounts, paid parental leave, education assistance, and volunteer and community opportunities. And don't forget the staff discounts on products! If you are excited by an ASX-listed
          organisation, strong growth results, and the opportunity to directly impact our transformation from consumer goods to a lifestyle brand, please apply now.
",Demand Planner,Full Time,https://www.seek.com.au/job/39012815?type=standard&searchrequesttoken=acc562df-feb0-43fa-809c-2b4e575609ec,Sydney,14 May 2019,NA,business intelligence,", North Shore & Northern Beaches"
836,Kollaras & Co,Information & Communication Technology,", Developers/Programmers","
 About us
Kollaras & Co is one of Australia's largest, privately owned liquor beverage businesses that has been in operation for over 50 years and successfully operates at both a domestic and international scale, selling liquor and associated products
          to a significant customer base that includes both national and independent wholesalers, retailers, bars, restaurants and clubs.
The Role
A key member of the team, the Report Developer is responsible for the design, development, implementation and support of the Enterprise Business Intelligence (BI) Reports.
Information and analysis is core to our complex business and the Report Developer will develop relationships with internal stakeholders across the business in order to design solutions using Power BI that meet their requirements.
To be successful you will have:

Bachelor and/or Post Graduate qualifications in a related field
Strong ability to design engaging and focused data visualisations
SQL Server experience
Experience with Microsoft Power BI
Strong skills in writing T-SQL
Experience with SSRS (Reporting) and SSIS (ETL development)
Excellent stakeholder interaction skills
Strong design skills
Great communication skills

The remuneration package offered to the successful candidate will be based on skills and experience.
How to apply
Please click on 'Apply for this job' to send your covering letter and resume.
Enquiries can be made to Rachel Nelson on 4230 8086 or recruitment@kollaras.com.au,
",Report Developer,Full Time,https://www.seek.com.au/job/38845408?type=standout&searchrequesttoken=acc562df-feb0-43fa-809c-2b4e575609ec,Sydney,17 Apr 2019,NA,business intelligence,", CBD, Inner West & Eastern Suburbs"
837,CGI,Information & Communication Technology,", Architects","
CGI is looking for an experienced Principal Business Intelligence Architect to join our growing team of BI experts working across a number of major transformation projects in Sydney. The BI Architect will play a key role in client
          engagements. Owning the delivery for BI solutions, they will be responsible for working closely with clients to understand the business architecture and objectives and curating a compelling Data / BI Vision. This person will have advanced knowledge
          and experience with Azure and Microsoft Data Technology Stack, be experienced in data and reports migration and will have utilised the Data Vault methodology.We are looking for a BI Specialist who is passionate about Data and Client
          success, loves to share knowledge and wants to work as part of a global community of experts, bringing CGI success stories to Australia and sharing Australian achievements with our other global offices.
Your future duties and responsibilities:

Provide Subject Matter Expertise for Data and Business Intelligence on key client engagements 
Design and Lead the delivery of BI solutions across a range of business sectors 
Have an opinion for anything and everything on Data and Information Management, including but not limited to data governance, data quality, master data management, Data Strategy, Data Migrations and Self-Service BI etc. 
Be an enthusiastic and motivated pioneer, influencer and team builder 
Work with Client Leadership and BU Leadership to support strategic Data and BI initiatives
Build executive client relationships and support business development activities, identify opportunities for expansion of work 
Help upskill CGI members who have an interest in developing their capabilities in BI and data analytics.

As a Senior Consultant at CGI you will be flexible in working with different clients and performing various roles. The duties described detail the first assignment in your career at CGI. 
Required qualifications to be successful in this role:

Previous experience in the capacity of Data or BI Architect 
Proven experience (15+ years) with different stages of Data Lifecycle and Solutions 
Understanding or experience of at least two key business domains – including but not limited to Financial, Government, Utilities, Energy etc. 
Ability to demonstrate leadership, clear communication and thorough documentation skills.
Proven knowledge of Microsoft BI Tools & Technologies, Azure Data & Analytics Tools. Knowledge of additional tools and technologies will be an advantage.
It’s important to have Data Modelling experience from at least two key projects – preferably using Data Vault in addition to Kimball/ Inmon. 
Certification in related data technologies or tools is desirable.

This is a great opportunity to join a winning team. CGI offers a competitive compensation package with opportunities for growth and professional development.
A criminal record check will be conducted for successful applicants. CGI does not discourage applicants with a criminal record from applying
",Principal BI Architect,Full Time,https://www.seek.com.au/job/38838049?type=standout&searchrequesttoken=acc562df-feb0-43fa-809c-2b4e575609ec,Sydney,17 Apr 2019,Competitive salary and share plan available,business intelligence,", North Shore & Northern Beaches"
838,Karlka Recruiting Group,Government & Defence,", Government - State","

ASAP - November 2019 
State Government Agency 
Kingswood, NSW Location 
 About the companyKarlka Recruiting Group has partnered with a State Government Agency to engage an iPlan Technical Analyst. This position is located in their busy Kingswood office
        with an initial 6 month contract.     About the Role  The iPlan Technical Analyst is responsible for undertaking a range of integration, consolidation, automation
        and problem solving and stakeholder management activities to ensure the consistent and effective implementation of the iPlan Business Intelligence (BI) tool  Requirements/Skills

Proven experience in a technical position
Ability to obtain a Police Check and WWCC 
 How to ApplyDue date: COB Monday 20th May 2019Click APPLY NOW or contact Bec on recruitment@karlkarecruiting.com.au.  Please
        note, due to the large sum of applications received only shortlisted candidates will be contacted for further discussion. ",Technical Analyst (iPlan),Contract/Temp,https://www.seek.com.au/job/39030574?type=standard&searchrequesttoken=acc562df-feb0-43fa-809c-2b4e575609ec,Sydney,15 May 2019,NA,business intelligence,", Parramatta & Western Suburbs"
839,Finite IT Recruitment Solutions,Information & Communication Technology,", Team Leaders","
SAP S4HANA Technical Lead

Government contract
Parramatta location
Contract until end of June 2021
Paying up to $1,450.00 including super

The Company
This is a fantastic opportunity for a Technical Lead to join a large government agency in Parramatta. 
The Role
As a Technical Lead, you will be responsible for analysis, requirements gathering, development and delivery of integrated solutions as part of a large SAP Transformation Program.  
You will be:

Validating solution design principles and scope
Providing direction, guidance and input into solution design and implementation decisions
Manage resources
Status reports
Advise on training and testing

Who you are
You will have the following skills and experience:

SAP S4HANA project experience as a Technical Lead
Previous experience in people management
Excellent stakeholder engagement skills
Strong communication and interpersonal skills
Demonstrated experience with industry standard software testing tools

What’s on offer?

Long term contract until end of June 2021
Day rate of up to $1,450.00 including super
An exciting opportunity to work on a large scale SAP Transformation program

Who we are
The Finite group is a multi-award winning consultancy recognised across Australia and New Zealand for excellence in recruitment for the technology consultancy space. We have 20 years of year on year success. Our teams specialise in the following
          areas of technology recruitment (contract and permanent): DevOps | Business Intelligence | Big Data | Analytics | Infrastructure | Engineering | Digital; iOS Android| Front End Development| Back End Development | UX | UI | Research | Project
          Management | Change Management | AdOps | Service Delivery |
What's next?
If you would like to be considered, please send applications to Terry Park  on terryp@finite.com.au or click the apply button! 
",SAP S4HANA Technical Lead,Contract/Temp,https://www.seek.com.au/job/38903356?type=standard&searchrequesttoken=acc562df-feb0-43fa-809c-2b4e575609ec,Sydney,30 Apr 2019,"Paying up to $1,450.00 including super",business intelligence,", Team Leaders"
840,Finite IT Recruitment Solutions,Information & Communication Technology,", Programme & Project Management","
Seeking an Infrastructure Project Manager who can hold accountability, operate autonomously and deliver with high-energy. The role will be working permanently for a leading Global Services provider, sitting in a large, high perfoming Projects
          team working in a key public sector portfolio. Reporting to the Project Director, this role will suit someone who is a good operator who has track record of delivering, and keen to take on their first or second role in Australia
          and gain local experience with a household name.
You will be:

Experienced in an outsource/services provision context
Able to work in a process driven environment, push and empower client when necessary, and always keep the margin in mind.
Able to present a trackrecord of succesful project delivery to myself and the client, showcasing budget friendly and tangible outcomes

Nice to Haves:

A technical background is advantegeous
Certified in Agile, PRINCE2 or ITIL is preferred, but not necessary

Who we are
The Finite group is a multi-award winning consultancy recognised across Australia and New Zealand for excellence in recruitment for the technology consultancy space. We have 20 years of year on year success. Our teams specialise in the following
          areas of technology recruitment (contract and permanent): DevOps | Business Intelligence | Big Data | Analytics | Infrastructure | Engineering | Digital; iOS Android | Front End Development| Back End Development | UX | UI | Research | Project
          Management | Change Management | AdOps | Service Delivery |
What's next?
If you would like to be considered, please send applications to Julian Thomas  on juliant@finite.com.au or click the apply button! 
",Infrastructure Project Manager,Full Time,https://www.seek.com.au/job/38855003?type=standard&searchrequesttoken=acc562df-feb0-43fa-809c-2b4e575609ec,Sydney,18 Apr 2019,NA,business intelligence,", CBD, Inner West & Eastern Suburbs"
841,Adaps IT,Information & Communication Technology,", Testing & Quality Assurance","
  Adaps is hiring Pega Test Automation Expert / Tester to work with a Federal Client @ Sydney location.
 Job Description :

8-10 years of experience in PEGA Hands-on Testing with relevant certification - Mandatory CPBA
Expert level experience in using PEGA features like Clipboard, Tracer, Decision Tables, Decision Tree, Data tables etc.
Mandatory experience in validating Business Intelligence (BI) reports using Power BI tool
Should have experience in DCO approach of requirements gathering
Hands-on experience in testing webservices (REST) using tools like SOAP UI and Postman
Must have experience in Performance testing using any tool (Preferably JMeter)
Minimum 2 years previous hands-on experience and knowledge on automating PEGA applications using Automation tools - Tricentis Tosca and Selenium
Should have minimum ‘Automation Specialist Level 1’ and ‘Automation Specialist Level 2’ certifications in Tosca automation
Expertise in Functional, UI, Integration and Data migration testing
Should have mandatory 1-2 years of experience in local Australian government projects and Insurance domain (Assessment)
Mandatory experience in testing at database level
Should have knowledge on Pega Robotic Process Automation & Desktop Automation
Experience in implementing testing procedures for a new project
Expert level experience in planning testing activities, prepare test plan and test strategy documents
Hands-on experience with at least two defect management tools
Capable of managing a team of 5-8 members in Global Delivery Model
Have good experience in Agile - Scrum and Kanban methodologies
Ability to adapt different work procedures and environments

  How to apply:
 Please apply using the link below or contact Lisa on 03 8506 6523 for further details. Applications closes based on the volume of applications received. Only short-listed candidates will be contacted. Please share your resume
          in Word format only.
 Adaps is an equal opportunity employer that actively embraces diversity in its workforce through accurate community representation of gender, culture; thought and work arrangements. Connect with Adaps:

Facebook: https://www.facebook.com/AdapsIT
LinkedIn: http://www.linkedin.com/company/adaps
Website: www.adaps.com.au

",Pega Test Automation Expert / Tester,Full Time,https://www.seek.com.au/job/38852203?type=standard&searchrequesttoken=acc562df-feb0-43fa-809c-2b4e575609ec,Sydney,18 Apr 2019,NA,business intelligence,", Testing & Quality Assurance"
842,Opus Recruitment Solutions,Information & Communication Technology,", Consultants","My client is one of the world’s leading infrastructure companies and they’re on the lookout for someone who is experienced in Data and Analytics consultancy to assist in their growth as a whole. They’re active in over 20 countries with nearly
          100,000 employees in their ranks in Sydney. On top of that they work across a variety of different industries in both private and government sector’s including energy, defence, construction, transport, environments and resources plus many more.
           This role is integral to this company’s growth as they progress with their Data and Analytics in the infrastructure world.  The ideal candidate will possess:

Strong communication skills with a history of stakeholder management and client engagement at all levels is required
8+ years experience working in Business Intelligence/ Technical BA is a must
3+ years experience working with Power Bi is required
Experience building common data model's and data sets 
A visionary for growth and a track record of executing their visions to life in the BI Space
Proven experience in training and developing teams/facilitating workshops
Well rounded and well connected in a variety of industries and sectors (Infrastructure a PLUS)
Have been previously involved in end to end solutions
Built, developed and managed teams
 Qualifications:

Bachelor’s degree in related field
5-10 years experience in the industry
MS certs are a plus (Power Bi)
3+ years consulting experience in a similar industry preferred (infrastructure a plus)
 Benefits

Career progression and development
Bonus’
 If this sounds like you get in touch now! ",BI/ Snr Consultant Role – Data and Analytics (Power Bi),Full Time,https://www.seek.com.au/job/38847572?type=standard&searchrequesttoken=acc562df-feb0-43fa-809c-2b4e575609ec,Sydney,18 Apr 2019,$130000 - $160000 per annum,business intelligence,", CBD, Inner West & Eastern Suburbs"
843,St Marys Rugby League Club,Marketing & Communications,", Marketing Communications","With multiple F & B outlets, a fantastic calendar of events and promotions, great kids entertainment facilities, brilliant community involvement and exceptional sporting facilities, the Marketing Team at St Marys Rugby League Club are a busy bunch! And we’re now looking for a Marketing Wizz to join our dynamic and passionate team to help us continue to raise the profile and reputation of the Club. The Role & You: To be considered for this role, you’ll need to bring an energy and commitment to the job and have a skill set that will compliment our existing team members. You’ll be one of those people with an awesome “can-do” attitude, have great attention to detail and communication skills, a passion for innovation and customer service, and love working in a team environment. In the role, you will report to the Marketing Manager fulfilling the following criteria  Be the Business Intelligence “Champion”, able to analyse data from the Clubs Business Intelligence software to create and maximise marketing opportunities Meet with our suppliers to discuss and execute new opportunities, marketing support and promotions Manage the planning and execution of Special Events such as Mother’s Day, Seniors shows, Kids shows, Christmas and other Marketing led activities Coordinate the Annual Report and Notice of AGM and similar publications Coordinate and manage the Club’s quarterly magazine and internal advertising Coordinate photography and videography sessions on a monthly basis Conduct Market Research Social and digital marketing experience Graphic Design would be an added bonus Attend various “out-of-hours” events or promotions Continually look for ways to improve the Marketing Mix by:  Ensuring effective Member communication at all times Researching non-Member opportunities Creating great “touch-point” experiences Evaluating and evolving offers to stay ahead of the competition Staying abreast of current trends in the hospitality industry and marketing field in order to devise new strategies to ensure the Club stays at the forefront of the industry.   This is an exciting, fun and rewarding role, so if you are a passionate marketeer, and think you have what it takes to succeed, we’d love to hear from you.  Please include a Cover Letter and Resume outlining your previous marketing experience and demonstrating your ability to plan, execute and deliver exceptional marketing initiatives.",Marketing Specialist,Full Time,https://www.seek.com.au/job/38998795?type=standard&searchrequesttoken=acc562df-feb0-43fa-809c-2b4e575609ec,Sydney,11 May 2019,NA,business intelligence,", Parramatta & Western Suburbs"
844,Altis Consulting,Information & Communication Technology,", Consultants","About Altis?Altis Consulting was established in 1998 and has become the leading Data and Analytics (Business Intelligence, Data Warehousing and Analytics) consultancy in New Zealand and Australia. We're proud to have been recognised nine years in a row as a Great Place to Work and of our strong company culture focused around people and enabling them to achieve their best.Key skills  2-4 years hands-on development development experience Excellent communication skills Good foundational skills in SQL Exposure to Agile delivery approach Solid experience in S3, EC2, RDS and/or EMR in AWS ETL tools such as Talend, Informatica or AWS Glue Big Data tools, languages and frameworks such as Hadoop, Spar, Hive, Presto. NoSQL technologies such as DynamoDB, Cassandra or MongoDB. Initiative and eager to try new approaches Ability to learn and use new technologies quickly & effectively AWS Certification highly desirable  What to expect as an Altis consultant?Most of our team work on projects based on client site so you'll get to work closely with the end users of your solutions. As part of an Altis team, you’ll experience the full development lifecycle and be part of a dynamic workplace in which diversity, camaraderie and professional excellence are celebrated. We like to have fun as a team, encourage knowledge sharing and continuous learning and take pride in delivering the best possible for our clients.You must have the right to work in Australia to be eligible for this role.   Why Altis? A vendor-independent consultancy where you will receive training from industry thought leaders and be mentored to develop your full potential, you'll work with diverse clients and industries and be part of projects that deliver tangible business outcomes.",Senior AWS Big Data Engineer,Full Time,https://www.seek.com.au/job/38628844?type=standout&searchrequesttoken=acc562df-feb0-43fa-809c-2b4e575609ec,Sydney,18 Apr 2019,NA,business intelligence,", CBD, Inner West & Eastern Suburbs"
845,NA,Information & Communication Technology,", Help Desk & IT Support","Our client is a global software manufacturer company, delivering Enterprise Resource Planning ERP, Finance, Business Intelligence BI, Supply Chain, Retail, Manufacturing, Warehousing and Distribution software solutions. Their unique combination of best-of-breed software and professional consulting services results in scalable solutions that deliver real business value. Their products and services are well known with many Global and Australian reference sites. Their products and services are marketed directly to enterprise and corporate accounts including manufacturing and distribution. The Company has R&D teams in Australia and Europe and they have adapted their product functionality based on customer feedback and needs. Their product covers a very broad range of functionality which they are continuously improving, fine-tuning and perfecting. They customise functionality based on customer needs supported by their technical services staff and online knowledge base. Their focus is to have satisfied customers wanting to and using their products and services. They are looking to recruit a Support Consultant in their NSW branch with a background of providing software support and consulting services to customers. Support Consultants provide first and second level support services to clients primarily by email and telephone, but also at the customer site.  You need to be methodical and analytical with good diagnostic and problem resolution skills and the ability to show initiative Ideally you will have experience with a business forms design applications – experience in troubleshooting issues with business forms and workflows. Also have been troubleshooting/problem solving print queues & managing printers. You will have excellent customer service and communication skills – both written and verbal. The package for this role will include a base salary plus super in a substantial and attractive employer. Please apply online to Tony Hough",Support Consultant,Full Time,https://www.seek.com.au/job/38846532?type=standard&searchrequesttoken=acc562df-feb0-43fa-809c-2b4e575609ec,Sydney,18 Apr 2019,"$75,000 - $100,000 + super",business intelligence,", CBD, Inner West & Eastern Suburbs"
846,Beaumont People,Administration & Office Support,", PA, EA & Secretarial","Exciting opportunity for an experienced EA to join a prestigious company based in the Sydney CBD.    Temporary Ongoing Contract    Pay rate $40-45/hour    Full time 38 hours per week.           Immediate Start    Primary Purpose The successful candidate will provide administrative support to the office of the CEO and other members of the Management Team.  The role holder is expected to deal
        proactively with issues that may be confidential.        Key Responsibilities 

Provide executive support to the Chief Executive Officer and the other members of the Management Team, showing a proactive approach and initiative in managing multiple tasks & projects
Provide comprehensive support to the Chief Executive Officer and Management Team including telephone; email; diary management; travel arrangements; credit card acquittal; expense reconciliation; organising meetings and events including hospitality;
            arranging conference calls; printing; photocopying; and greeting visitors
Prepare timely and accurate correspondence, presentations, briefs, reports, agendas and minutes; drafting of notes, letters and emails; coordinate input from others and manage follow-up actions including undertaking research when required
Ensure quality control of correspondence and movement of documentation and proactively prepare and collate documentation for meetings and conferences.
Establish, maintain and review processes and procedures for the office ensuring efficiency
Lead the broader office support team as the more senior member, including training or mentoring staff and directing the daily workload of additional secretarial staff as required by the office. Answer any overflow incoming phone calls to the
            office and assist with overflow Reception duties.
    Essential Requirements

Substantial experience gained in a similar role working directly for a Chief Executive Officer or Senior member of a Management team
Strong planning, time management and organisational skills and a demonstrated ability to consistently deliver work to a high professional standard
Exemplary administrative skills, including advanced Microsoft office and Business Intelligence system skills
Strong interpersonal skills, including an ability to engage with senior stakeholders regarding confidential or sensitive matters
Flexible and willing attitude to work
Demonstrated ability to collaborate across functions to achieve shared goals
Ability to demonstrate and promote values of independence, transparency, collaboration, credibility and rigor in all that we do
All employees must be Australian citizens and must obtain and hold an Australian Government Security Vetting Agency (AGSVA) - Baseline security clearance.
    Desirable Requirements

Awareness and understanding of government processes and decision making.
    If interested and meet the essential criteria please apply via the link to Claire Sheerin – Beaumont People 0290934941 ",Executive Assistant,Full Time,https://www.seek.com.au/job/38864495?type=standard&searchrequesttoken=acc562df-feb0-43fa-809c-2b4e575609ec,Sydney,23 Apr 2019,$40-45/hour,business intelligence,", CBD, Inner West & Eastern Suburbs"
847,University of New South Wales,Marketing & Communications,", Market Research & Analysis","

Join us at an exciting time of building a new strategy of innovation
Continuing position at our Kensington campuses
Play an important role in driving student recruitment

At UNSW, we pride ourselves on being a workplace where the best people come to do their best work.
UNSW is currently implementing a ten year strategy to 2025 and our ambition for the next decade is nothing less than to establish UNSW as Australia’s global university. We aspire to this in the belief that a great university, which is a global
          leader in discovery, innovation, impact, education and thought leadership, can make an enormous difference to the lives of people in Australia and around the world.
 
About the role

$104,618 - $117,875 (Plus 17% Super and annual leave loading)
Full-time (35 hours per week)

The Division of External Relations is responsible for the following areas of activity:
Global Partnerships, Global Profile & Reputation, Future Student Recruitment and Service Excellence (across these functions)
The Future Student Recruitment pillar supports the Vice-President (Division of External Relations) and the UNSW Management Board to drive student recruitment and ensure UNSW is the premier destination in the state for local students and the premier
          destination in the country for international students.
The role is responsible for reporting, interrogating and understanding UNSW’s International and Domestic Future Student Recruitment performance. This role will require extensive data analysis and intelligence gathering from a variety of internal
          and external databases, benchmarking, and research to produce high quality reports and evidence to inform recruitment strategy and plans, and recommendations to UNSW’s Management Board and other senior leadership teams. This position will work
          closely with a range of internal stakeholders such as the University Program Office, the University Planning & Performance Office, Faculties and Divisions to ensure a coordinated approach to data analysis and reporting.
About the successful applicant
To be successful in this role you will have:

Degree in Marketing and/or Statistics or other relevant area, plus experience in data analysis and/ or business intelligence development in a commercial environment.
Knowledge of statistics and experience using statistical packages for analysing large datasets (Excel, SPSS, SAS etc.).
Highly developed interpersonal skills with a high-level of confidence when interacting with senior stakeholders.
Knowledge of the higher education sector and an understanding of international education (preferred).
Demonstrated experience in trend analysis with advanced ability to produce complex reports.
Demonstrated problem solving and analytical skills with the ability to collect, analyse and disseminate significant amounts of information with attention to detail and accuracy.

Please provide a cover letter addressing your suitability to the role.
A copy of the Position Description can be found here
Please apply online - applications will not be accepted if sent to the contact listed.
 
  
Contact:
Simone Donovan, Talent Acquisition Lead
E: s.donovan@unsw.edu.au
T: (61 2) 9385 8911
Applications close: Thursday, 16th May 2018 at 11pm
 
Please disable ""Pop-up Blockers"" to view Position Description Document
UNSW aspires to be the exemplar Australian university and employer of choice for people from diverse backgrounds. UNSW aims to ensure equality in recruitment, development, retention and promotion of staff, and that no-one is disadvantaged on the basis of their gender, cultural background, disability, sexual orientation or identity. We encourage everyone who meets the selection criteria to apply.
",Future Student Recruitment Analyst,Full Time,https://www.seek.com.au/job/38929919?type=standard&searchrequesttoken=acc562df-feb0-43fa-809c-2b4e575609ec,Sydney,2 May 2019,NA,business intelligence,", CBD, Inner West & Eastern Suburbs"
848,University of New South Wales,Education & Training,", Other","

Join us at an exciting time of building a new strategy of innovation
Continuing position at our Kensington campuses
Play an important role in driving student recruitment

At UNSW, we pride ourselves on being a workplace where the best people come to do their best work.
UNSW is currently implementing a ten year strategy to 2025 and our ambition for the next decade is nothing less than to establish UNSW as Australia’s global university. We aspire to this in the belief that a great university, which is a global
          leader in discovery, innovation, impact, education and thought leadership, can make an enormous difference to the lives of people in Australia and around the world.
 
About the role

$104,618 - $117,875 (Plus 17% Super and annual leave loading)
Full-time (35 hours per week)

The Division of External Relations is responsible for the following areas of activity:
Global Partnerships, Global Profile & Reputation, Future Student Recruitment and Service Excellence (across these functions)
The Future Student Recruitment pillar supports the Vice-President (Division of External Relations) and the UNSW Management Board to drive student recruitment and ensure UNSW is the premier destination in the state for local students and the premier
          destination in the country for international students.
The role is responsible for reporting, interrogating and understanding UNSW’s International and Domestic Future Student Recruitment performance. This role will require extensive data analysis and intelligence gathering from a variety of internal
          and external databases, benchmarking, and research to produce high quality reports and evidence to inform recruitment strategy and plans, and recommendations to UNSW’s Management Board and other senior leadership teams. This position will work
          closely with a range of internal stakeholders such as the University Program Office, the University Planning & Performance Office, Faculties and Divisions to ensure a coordinated approach to data analysis and reporting.
About the successful applicant
To be successful in this role you will have:

Degree in Marketing and/or Statistics or other relevant area, plus experience in data analysis and/ or business intelligence development in a commercial environment.
Knowledge of statistics and experience using statistical packages for analysing large datasets (Excel, SPSS, SAS etc.).
Highly developed interpersonal skills with a high-level of confidence when interacting with senior stakeholders.
Knowledge of the higher education sector and an understanding of international education (preferred).
Demonstrated experience in trend analysis with advanced ability to produce complex reports.
Demonstrated problem solving and analytical skills with the ability to collect, analyse and disseminate significant amounts of information with attention to detail and accuracy.

Please provide a cover letter addressing your suitability to the role.
A copy of the Position Description can be found here
Please apply online - applications will not be accepted if sent to the contact listed.
 
  
Contact:
Simone Donovan, Talent Acquisition Lead
E: s.donovan@unsw.edu.au
T: (61 2) 9385 8911
Applications close: Thursday, 16th May 2018 at 11pm
 
Please disable ""Pop-up Blockers"" to view Position Description Document
UNSW aspires to be the exemplar Australian university and employer of choice for people from diverse backgrounds. UNSW aims to ensure equality in recruitment, development, retention and promotion of staff, and that no-one is disadvantaged on the basis of their gender, cultural background, disability, sexual orientation or identity. We encourage everyone who meets the selection criteria to apply.
",Future Student Recruitment Analyst,Full Time,https://www.seek.com.au/job/38929920?type=standard&searchrequesttoken=acc562df-feb0-43fa-809c-2b4e575609ec,Sydney,2 May 2019,NA,business intelligence,", CBD, Inner West & Eastern Suburbs"
849,Vetpartners Australia,Marketing & Communications,", Management","
The Marketing Manager is accountable for executing VetPartners marketing program across acquisition, recruitment and clinics. You will work closely with the Chief Marketing Officer, Regional Operations Team and suppliers to deliver customer focused
          and results driven marketing outcomes. This is a fixed term position to cover Parental leave for a period of 6 months.
Your role and responsibilities will include but not limited to:

Design, develop and execute marketing programs of work partnering with our graphic designers and internal stakeholders. 
Leveraging analytics and research-based insights to drive creation and delivery of all marketing material in line with marketing plans across a range of channels to maximize performance.
Identify new opportunities to drive growth and devise strategies to leverage by interrogating business intelligence resources, analytical tools and effectively communicating recommendations to stakeholders.
Influence and leverage relationships with external suppliers, with the ability to enhance and drive engagement for VetPartners marketing program.
Drive suitable local marketing activity as required. Continually look for innovative ways to improve the marketing program and material.
Measure, track and benchmark marketing activities against objectives with a focus on continual improvement. This includes building metrics ensuring timely delivery and quality reporting.
Proactively drive customer acquisition and engagement via digital platforms (including but not exclusive to) social, online and direct one to one communications.
Deliver the social content strategy across all platforms.
Deliver one to one targeted, relevant communication by leveraging our customer database whilst maximizing our opportunity for incremental returning clients.

Key competencies to succeed in the role include:
Essential:

You’ll be an experienced and pro-active data driven marketer that demonstrates high ownership, is solutions orientated with a track record of delivering acquisition activity and strong business results in a customer marketing role
Effectively influence, manage and successfully collaborate with multiple stakeholders
A deep, analytical understanding of tracking, optimisation and reporting on campaigns and activity
Proven written communication ability with good copy writing experience
Demonstrated ability to increase productivity and continuously improve methods, approaches, and departmental contribution.
Solid knowledge of website analytics tools.
Excellent project management skills and able to adapt quickly to changing priorities.
Strong eye for detail – getting the small things right first time

Desirable

A tertiary level qualification in Business, Marketing or other area relevant to the position and/or an equivalent combination of relevant experience and training.
We need you to hit the ground running. This is a fast, fun environment with a thriving result driven atmosphere.
Previous applicants need not apply. 
Please allow up two weeks for your application to be processed. If you are found suitable you will be contacted to arrange a phone interview, if you are unsuccessful we thank you for your application.

VetPartners is committed to Equal Employment Opportunities. 
No agencies required.
",Marketing Manager - Fixed Term Contract,Contract/Temp,https://www.seek.com.au/job/38636833?type=standout&searchrequesttoken=8d26ff8b-72bf-447b-b33e-21faa7a1ff1d,Sydney,29 Apr 2019,NA,business intelligence,", Ryde & Macquarie Park"
850,Genesis IT&T P/L,Information & Communication Technology,", Developers/Programmers","This role covers aspects of software development, software implementation, systems integration, business intelligence, reporting, and support. The core would be also in graphic design and updating various of websites.   PRIMARY DUTIES & RESPONSIBILITIES

Assist in the preparation and documentation of project requirements and specifications
Recommend, schedule, and perform software improvements and upgrades
Provide post-production support to clients
Maintain external stakeholder relationships
Generate statistics and prepare and write reports for project stakeholders
Install and configure software solutions for end users as required
 Technical requirements:

Graphic Design Photoshop/illustrator
PHP
MySQL
CSS3
HTML5
JavaScript and jQuery
XML, Rest SOAP API
Python
 Knowledge good to have:

Angulas JS
C#, .NET, Visual Studio
Experience with Magento or Wordpress
 Interpersonal skills:

Strong written and oral communication skills
Highly self-motivated and directed
Ability to work both independently and in a team-oriented, collaborative environment
Creativity in the case of Web or interface design
  QUALIFICATIONS REQUIRED 

Bachelor degree in Computer Science    
Minimum 2+ years’ experience in web and software development
Demonstrated understanding of projects from the perspective of both client and business

This role is interviewing actively and is located at Erskine Park. Interested? APPLY today! Questions? Contact Joel on jmustonen@genesisit.com.au
",Software Developer,Full Time,https://www.seek.com.au/job/38972053?type=standard&searchrequesttoken=8d26ff8b-72bf-447b-b33e-21faa7a1ff1d,Sydney,8 May 2019,NA,business intelligence,", Parramatta & Western Suburbs"
